imu.roll,imu.pitchrate,imu.heel,ap.mode,ap.wind_angle,imu.headingrate,ap.true_wind_angle,imu.pitch,imu.rollrate,rudder.angle,wind.speed,ap.true_wind_speed,ap.heading_error,ap.heading,gps.speed,timestamp,ap.enabled,ap.vmg,ap.cmg,sow.speed,imu.accel_X,imu.accel_Y,imu.accel_Z,rudder.speed,imu.heading,gps.track,perf.quality_flag,perf.boat_config.Main,perf.boat_config.jib,perf.boat_config.spi,perf.boat_config.weight
-1.429,0.112,-1.282,compass,-110.137,-0.448,-108.708,-1.232,-0.336,-10.22,2.369,2.1816196718146674,-52.212,347.296,0.097,23669.691,False,-0.03155499587306471,0.059559106936417534,0.37,-0.051,-0.316,-9.918,0.001,347.296,169.078,True,0,1,0,0
-1.436,0.112,-1.287,compass,-108.606,-0.56,-108.559,-1.225,0.0,-10.26,2.369,2.2121218653570827,-52.247,347.261,0.097,23669.791,False,-0.03127618267618487,0.05951176404634785,0.37,-0.09,-0.277,-9.918,-0.013,347.261,169.078,True,0,1,0,0
-1.444,-0.112,-1.291,compass,-120.814,-0.56,-109.105,-1.218,-0.112,-10.26,2.627,2.2930051008468006,-52.282,347.226,0.076,23669.891,False,-0.025054781242022213,0.04638222797261724,0.37,-0.09,-0.277,-9.918,-0.013,347.226,169.078,True,0,1,0,0
-1.451,0.112,-1.296,compass,-117.214,-0.448,-109.762,-1.212,0.112,-10.26,2.627,2.3662468258182217,-52.317,347.191,0.076,23669.991,False,-0.02585401891988965,0.04634607821874456,0.37,-0.09,-0.277,-9.918,-0.011,347.191,169.078,True,0,1,0,0
-1.458,-0.112,-1.301,compass,-120.627,-0.56,-110.872,-1.212,-0.112,-10.26,2.926,2.4829086346467077,-52.359,347.149,0.019,23670.091,False,-0.006980442117705499,0.01187222735992747,0.36,-0.09,-0.277,-9.879,-0.011,347.149,169.078,True,0,1,0,0
-1.458,0.0,-1.306,compass,-118.998,-0.671,-111.925,-1.211,0.0,-10.26,2.926,2.5788137684911963,-52.408,347.1,0.019,23670.191,False,-0.007312962369494504,0.011858941497441362,0.36,-0.09,-0.277,-9.879,-0.011,347.1,169.078,True,0,1,0,0
-1.457,-0.112,-1.31,compass,-119.4,-0.671,-112.7,-1.21,0.112,-10.22,3.284,2.744857090953947,-52.472,347.036,0.084,23670.292,False,-0.03250604830431168,0.050920200289574676,0.36,-0.09,-0.316,-9.875,0.003,347.036,169.078,True,0,1,0,0
-1.434,-0.112,-1.314,compass,-118.901,-0.56,-113.414,-1.22,0.224,-10.22,3.284,2.885945737940152,-52.592,346.916,0.084,23670.392,False,-0.033534165091250345,0.05078093223328155,0.36,-0.09,-0.277,-9.879,0.003,346.916,169.078,True,0,1,0,0
-1.413,-0.112,-1.317,compass,-118.912,-0.671,-114.153,-1.223,0.224,-10.24,3.682,3.0855778466004153,-52.649,346.859,0.06,23670.492,False,-0.024878365438768677,0.03656201928709848,0.36,-0.09,-0.316,-9.875,-0.008,346.859,169.078,True,0,1,0,0
-1.391,0.0,-1.319,compass,-117.266,-0.783,-114.717,-1.227,0.448,-10.24,3.682,3.2586159225112485,-52.698,346.81,0.06,23670.592,False,-0.02540592985133752,0.03652097851424155,0.36,-0.09,-0.277,-9.84,-0.008,346.81,169.078,True,0,1,0,0
