imu.roll,imu.pitchrate,imu.heel,ap.mode,ap.wind_angle,imu.headingrate,ap.true_wind_angle,imu.pitch,imu.rollrate,rudder.angle,wind.speed,ap.true_wind_speed,ap.heading_error,ap.heading,gps.speed,timestamp,ap.enabled,ap.vmg,ap.cmg,sow.speed,imu.accel_X,imu.accel_Y,imu.accel_Z,rudder.speed,imu.heading,gps.track,perf.quality_flag,perf.boat_config.Main,perf.boat_config.jib,perf.boat_config.spi,perf.boat_config.weight
-1.285,-0.895,-1.4,compass,-47.997,-2.126,-82.287,-0.675,-0.112,29.37,3.682,1.7326451679395856,-4.19,35.318,2.453,23045.059,False,0.30240075111790393,2.4467716070819554,2.16,-0.012,-0.355,-9.801,6.775,35.318,51.929,True,0,1,0,0
-1.271,-0.783,-1.396,compass,-46.505,-2.35,-84.381,-0.742,-0.224,29.35,3.682,1.7155972413160088,-4.381,35.127,2.453,23045.159,False,0.21277891225745157,2.446158625079027,2.16,-0.051,-0.316,-9.84,6.091,35.127,51.929,True,0,1,0,0
-1.263,-0.671,-1.392,compass,-44.188,-2.35,-85.65,-0.807,-0.448,29.35,3.862,1.7256425696067264,-4.573,34.935,2.506,23045.259,False,0.16166400757791544,2.4978395569759915,2.16,-0.051,-0.277,-9.836,6.091,34.935,50.78,True,0,1,0,0
-1.249,-0.448,-1.388,compass,-44.911,-2.686,-85.589,-0.852,-0.112,29.35,3.862,1.765353758788952,-4.779,34.729,2.506,23045.359,False,0.16354624944148555,2.497102677918948,2.16,-0.09,-0.316,-9.914,6.091,34.729,50.78,True,0,1,0,0
-1.234,-0.224,-1.383,compass,-44.216,-2.574,-85.127,-0.897,0.0,29.52,4.001,1.8306057644439233,-4.984,34.524,2.63,23045.459,False,0.19224210847564094,2.620286729176828,2.16,-0.09,-0.277,-9.918,5.538,34.524,50.483,True,0,1,0,0
-1.203,0.112,-1.378,compass,-45.436,-2.35,-83.593,-0.958,0.56,29.52,4.001,1.9397108517138426,-5.41,34.098,2.63,23045.559,False,0.25406359212733537,2.6185140092420527,2.16,-0.09,-0.316,-9.914,5.538,34.098,50.483,True,0,1,0,0
-1.183,0.224,-1.372,compass,-44.273,-2.798,-81.553,-0.96,0.448,29.52,4.021,2.038116727959596,-5.63,33.878,2.488,23045.659,False,0.3291817181510857,2.4763175049637307,2.16,-0.051,-0.316,-9.957,5.538,33.878,50.81,True,0,1,0,0
-1.151,0.336,-1.366,compass,-45.952,-2.686,-79.491,-0.951,0.895,29.69,4.021,2.1564786225656323,-5.858,33.65,2.488,23045.759,False,0.41801713388743156,2.4753260166106874,2.15,-0.012,-0.355,-9.953,5.042,33.65,50.81,True,0,1,0,0
-1.116,0.336,-1.358,compass,-45.418,-2.686,-77.96,-0.928,0.783,29.69,4.001,2.221236507891409,-6.077,33.431,2.516,23045.859,False,0.4892795274146535,2.5013993677692,2.15,-0.012,-0.395,-9.996,5.042,33.431,52.138,True,0,1,0,0
-1.068,0.336,-1.349,compass,-47.026,-2.574,-76.575,-0.887,1.119,30.86,4.001,2.2987314068497593,-6.325,33.183,2.516,23045.959,False,0.5482688067310812,2.5002240568451892,2.15,-0.012,-0.395,-9.957,5.125,33.183,52.138,True,0,1,0,0
