imu.roll,imu.pitchrate,imu.heel,ap.mode,ap.wind_angle,imu.headingrate,ap.true_wind_angle,imu.pitch,imu.rollrate,rudder.angle,wind.speed,ap.true_wind_speed,ap.heading_error,ap.heading,gps.speed,timestamp,ap.enabled,ap.vmg,ap.cmg,sow.speed,imu.accel_X,imu.accel_Y,imu.accel_Z,rudder.speed,imu.heading,gps.track,perf.quality_flag,perf.boat_config.Main,perf.boat_config.jib,perf.boat_config.spi,perf.boat_config.weight
-1.389,0.112,-1.333,compass,-75.964,0.112,4.179,-1.273,0.448,-10.38,0.0,0.2446567206099681,-57.174,342.334,0.031,23497.268,False,0.030830238688402865,0.016860979141427455,0.5,-0.09,-0.316,-9.875,-0.022,342.334,169.078,True,0,1,0,0
-1.389,0.0,-1.335,compass,90.0,-0.224,4.599,-1.272,-0.112,-10.38,0.0,0.21079959725133746,-57.203,342.305,0.031,23497.368,False,0.030855258198158843,0.01684787596171799,0.5,-0.09,-0.277,-9.879,-0.022,342.305,169.078,True,0,1,0,0
-1.382,-0.224,-1.336,compass,-153.434,-0.112,-0.259,-1.271,0.112,-10.34,0.0,0.21177871868716977,-57.239,342.269,0.082,23497.468,False,0.08160850022025562,0.044182862351298875,0.5,-0.09,-0.277,-9.879,-0.007,342.269,169.078,True,0,1,0,0
-1.381,-0.112,-1.337,compass,101.309,-0.448,0.12,-1.277,-0.56,-10.34,0.0,0.25105637486974913,-57.282,342.226,0.082,23497.568,False,0.08161297561452124,0.04413171815498953,0.5,-0.09,-0.277,-9.879,-0.007,342.226,169.078,True,0,1,0,0
-1.367,-0.112,-1.339,compass,-108.434,-0.112,-10.995,-1.274,0.336,-10.38,0.0,0.23348231357815621,-57.352,342.156,0.043,23497.768,False,-0.027959111092869384,0.023072395394362483,0.5,-0.129,-0.316,-9.875,-0.019,342.156,169.078,True,0,1,0,0
-1.367,-0.112,-1.339,compass,-108.434,-0.112,-10.995,-1.274,0.336,-10.38,0.0,0.23348231357815621,-57.352,342.156,0.043,23497.768,False,-0.027959111092869384,0.023072395394362483,0.5,-0.129,-0.316,-9.875,-0.019,342.156,169.078,True,0,1,0,0
-1.33,0.0,-1.339,compass,-90.0,-0.112,-21.763,-1.281,0.112,-10.38,0.0,0.2263281202699027,-57.409,342.099,0.062,23497.968,False,-0.05618448633049181,0.03350760584592053,0.5,-0.129,-0.355,-9.914,-0.017,342.099,169.078,True,0,1,0,0
-1.33,0.0,-1.339,compass,-90.0,-0.112,-21.763,-1.281,0.112,-10.38,0.0,0.2263281202699027,-57.409,342.099,0.062,23497.968,False,-0.05618448633049181,0.03350760584592053,0.5,-0.129,-0.355,-9.914,-0.017,342.099,169.078,True,0,1,0,0
-1.273,0.112,-1.336,compass,63.435,-0.56,-27.469,-1.279,-0.224,-10.38,0.0,0.22138183008963275,-57.439,342.069,0.066,23498.168,False,-0.0207701045268914,0.03557298707340356,0.5,-0.09,-0.316,-9.875,-0.017,342.069,169.078,True,0,1,0,0
-1.273,0.112,-1.336,compass,63.435,-0.56,-27.469,-1.279,-0.224,-10.38,0.0,0.22138183008963275,-57.439,342.069,0.066,23498.168,False,-0.0207701045268914,0.03557298707340356,0.5,-0.09,-0.316,-9.875,-0.017,342.069,169.078,True,0,1,0,0
