imu.roll,imu.pitchrate,imu.heel,ap.mode,ap.wind_angle,imu.headingrate,ap.true_wind_angle,imu.pitch,imu.rollrate,rudder.angle,wind.speed,ap.true_wind_speed,ap.heading_error,ap.heading,gps.speed,timestamp,ap.enabled,ap.vmg,ap.cmg,sow.speed,imu.accel_X,imu.accel_Y,imu.accel_Z,rudder.speed,imu.heading,gps.track,perf.quality_flag,perf.boat_config.Main,perf.boat_config.jib,perf.boat_config.spi,perf.boat_config.weight
-1.194,0.0,-1.235,compass,-61.491,-0.112,-50.077,-1.142,0.224,-10.26,2.229,1.8907119568829613,-53.074,346.434,0.054,24025.631,False,0.005072937334581992,0.016351012941236406,0.41,-0.09,-0.316,-9.875,-0.021,346.434,169.078,True,0,1,0,0
-1.15,0.0,-1.23,compass,-62.115,0.112,-54.074,-1.157,0.336,-10.2,2.309,2.109897328931579,-53.089,346.419,0.054,24025.832,False,0.016963522625062528,0.03269072170882896,0.41,-0.09,-0.395,-9.879,0.001,346.419,169.078,True,0,1,0,0
-1.15,0.0,-1.23,compass,-62.115,0.112,-54.074,-1.157,0.336,-10.2,2.309,2.109897328931579,-53.089,346.419,0.017,24025.832,False,0.016963522625062528,0.03269072170882896,0.41,-0.09,-0.395,-9.879,0.001,346.419,169.078,True,0,1,0,0
-1.093,0.112,-1.223,compass,-60.856,-0.56,-56.801,-1.158,0.336,-10.2,2.389,2.268719480797225,-53.09,346.418,0.017,24026.032,False,0.006663118544402195,0.010507303943384474,0.41,0.027,-0.316,-9.84,0.001,346.418,169.078,True,0,1,0,0
-1.093,0.112,-1.223,compass,-60.856,-0.56,-56.801,-1.158,0.336,-10.2,2.389,2.268719480797225,-53.09,346.418,0.029,24026.032,False,0.006663118544402195,0.010507303943384474,0.41,0.027,-0.316,-9.84,0.001,346.418,169.078,True,0,1,0,0
-1.0,0.448,-1.212,compass,-48.61,-0.448,-57.495,-1.055,0.336,-10.17,2.548,2.456411597715925,-53.097,346.411,0.029,24026.232,False,0.0127458216900473,0.01750952398813591,0.41,-0.051,-0.395,-9.875,0.011,346.411,169.078,True,0,1,0,0
-1.0,0.448,-1.212,compass,-48.61,-0.448,-57.495,-1.055,0.336,-10.17,2.548,2.456411597715925,-53.097,346.411,0.041,24026.232,False,0.0127458216900473,0.01750952398813591,0.41,-0.051,-0.395,-9.875,0.011,346.411,169.078,True,0,1,0,0
-0.956,0.448,-1.197,compass,-48.549,-0.112,-56.187,-0.951,0.336,-10.3,2.428,2.5843163357373773,-53.096,346.412,0.041,24026.432,False,0.020292107083588893,0.024514097622258764,0.41,-0.051,-0.434,-9.875,-0.059,346.412,169.078,True,0,1,0,0
-0.956,0.448,-1.197,compass,-48.549,-0.112,-56.187,-0.951,0.336,-10.3,2.428,2.5843163357373773,-53.096,346.412,0.062,24026.432,False,0.020292107083588893,0.024514097622258764,0.41,-0.051,-0.434,-9.875,-0.059,346.412,169.078,True,0,1,0,0
-0.915,0.112,-1.181,compass,-47.907,-0.112,-54.174,-0.883,-0.112,-10.3,2.349,2.5637322753461174,-53.102,346.406,0.062,24026.632,False,0.034229428048541996,0.037349442482122824,0.41,-0.051,-0.434,-9.953,-0.059,346.406,169.078,True,0,1,0,0
-0.915,0.112,-1.181,compass,-47.907,-0.112,-54.174,-0.883,-0.112,-10.3,2.349,2.5637322753461174,-53.102,346.406,0.052,24026.632,False,0.034229428048541996,0.037349442482122824,0.41,-0.051,-0.434,-9.953,-0.059,346.406,169.078,True,0,1,0,0
-0.869,0.112,-1.163,compass,-62.379,-0.112,-53.152,-0.856,0.112,-10.26,2.369,2.53202774072999,-53.102,346.406,0.066,24026.833,False,0.03825182910125374,0.03968368757596502,0.41,-0.051,-0.434,-9.914,-0.04,346.406,169.078,True,0,1,0,0
-0.869,0.112,-1.163,compass,-62.379,-0.112,-53.152,-0.856,0.112,-10.26,2.369,2.53202774072999,-53.102,346.406,0.066,24026.833,False,0.03825182910125374,0.03968368757596502,0.41,-0.051,-0.434,-9.914,-0.04,346.406,169.078,True,0,1,0,0
-0.845,-0.112,-1.145,compass,-62.973,0.112,-54.164,-0.875,-0.224,-10.22,2.329,2.4294859142535112,-53.096,346.412,0.017,24027.033,False,0.010019494628543684,0.01050603187930106,0.41,-0.129,-0.508,-9.957,-0.022,346.412,169.078,True,0,1,0,0
-0.838,-0.112,-1.136,compass,-61.456,0.448,-54.953,-0.938,-0.448,-10.22,2.329,2.3560953750363938,-53.027,346.481,0.017,24027.133,False,0.00988434295760114,0.0105228439777396,0.41,-0.09,-0.508,-9.957,-0.022,346.481,169.078,True,0,1,0,0
-0.848,-0.224,-1.127,compass,-63.679,0.56,-55.596,-0.976,-0.336,-10.28,2.369,2.3194668072231015,-52.964,346.544,0.068,24027.233,False,0.037996043474030274,0.04098165198372083,0.41,-0.051,-0.395,-9.875,-0.05,346.544,169.078,True,0,1,0,0
-0.865,-0.224,-1.119,compass,-63.679,0.56,-56.301,-1.015,-0.336,-10.28,2.369,2.290677094198235,-52.901,346.607,0.068,24027.333,False,0.03744611981626076,0.0410411745236392,0.41,-0.051,-0.355,-9.879,-0.05,346.607,169.078,True,0,1,0,0
-0.89,-0.224,-1.112,compass,-62.134,0.112,-56.897,-1.039,-0.56,-10.28,2.289,2.227076563037499,-52.866,346.642,0.07,24027.433,False,0.0380043223968278,0.04224829916414997,0.41,-0.051,-0.395,-9.914,-0.05,346.642,169.078,True,0,1,0,0
-0.937,-0.224,-1.107,compass,-62.134,0.224,-57.429,-1.067,-0.56,-10.26,2.289,2.17738896370203,-52.831,346.677,0.07,24027.533,False,0.03753344917692892,0.042282288522966484,0.42,-0.051,-0.316,-9.879,-0.038,346.677,169.078,True,0,1,0,0
-0.977,-0.336,-1.103,compass,-64.498,0.224,-57.952,-1.086,-0.448,-10.26,2.289,2.145764292324541,-52.802,346.706,0.082,24027.633,False,0.0432216640129682,0.04936209710612651,0.42,-0.012,-0.316,-9.875,-0.038,346.706,169.078,True,0,1,0,0
-1.025,-0.112,-1.101,compass,-62.219,0.112,-58.403,-1.099,-0.336,-10.26,2.289,2.144986903010291,-52.794,346.714,0.082,24027.733,False,0.04270528157060695,0.0493705619704921,0.42,-0.051,-0.316,-9.879,-0.038,346.714,169.078,True,0,1,0,0
-1.073,-0.224,-1.1,compass,-60.45,0.224,-58.844,-1.104,-0.336,-10.24,2.01,2.072307181533682,-52.794,346.714,0.043,24027.834,False,0.022097024412140603,0.025861164671128187,0.42,-0.051,-0.316,-9.879,-0.028,346.714,169.078,True,0,1,0,0
-1.122,-0.224,-1.101,compass,-60.451,0.224,-59.135,-1.11,-0.336,-10.24,2.01,2.015648762460444,-52.792,346.716,0.043,24027.934,False,0.021918298727875544,0.025862043541327154,0.42,-0.051,-0.355,-9.879,-0.028,346.716,169.078,True,0,1,0,0
-1.165,-0.112,-1.103,compass,116.565,0.112,-49.838,-1.108,-0.224,-10.24,0.0,1.6129130862924164,-52.785,346.723,0.051,24028.034,False,0.03258368258680335,0.030569613200068253,0.42,-0.012,-0.277,-9.84,-0.025,346.723,169.078,True,0,1,0,0
-1.223,-0.112,-1.106,compass,134.999,-0.112,-37.357,-1.094,-0.112,-10.24,0.0,1.288012324678685,-52.784,346.724,0.051,24028.134,False,-0.02258139948511018,0.030570432084149654,0.42,-0.012,-0.277,-9.84,-0.025,346.724,169.078,True,0,1,0,0
-1.252,-0.112,-1.111,compass,134.998,-0.0,-23.57,-1.083,-0.112,-10.24,0.0,1.0318185238662043,-52.783,346.725,0.045,24028.234,False,-0.043086232991999034,0.027043473651987567,0.42,-0.051,-0.355,-9.879,-0.025,346.725,169.078,True,0,1,0,0
-1.284,0.112,-1.116,compass,63.437,-0.112,-11.017,-1.052,-0.224,-10.24,0.0,0.8422062173226617,-52.768,346.74,0.045,24028.334,False,-0.04198616352706262,0.027052740395810616,0.42,-0.09,-0.355,-9.914,-0.022,346.74,169.078,True,0,1,0,0
-1.308,0.112,-1.122,compass,63.437,-0.224,-2.123,-1.027,-0.224,-10.24,0.0,0.7011911530652718,-52.746,346.762,0.086,24028.434,False,-0.05636240176088895,0.05177972914021348,0.42,-0.012,-0.316,-9.875,-0.022,346.762,169.078,True,0,1,0,0
-1.318,0.112,-1.127,compass,45.003,-0.0,3.376,-1.0,-0.112,-10.24,0.0,0.581138194364858,-52.724,346.784,0.086,24028.534,False,-0.025596294331777188,0.05180519406313088,0.42,-0.012,-0.355,-9.914,-0.022,346.784,169.078,True,0,1,0,0
-1.328,0.224,-1.133,compass,26.568,-0.112,8.451,-0.981,-0.112,-10.24,0.0,0.4976928308327695,-52.695,346.813,0.082,24028.634,False,0.0005240087157411706,0.04948335470934421,0.42,-0.051,-0.316,-9.918,-0.02,346.813,169.078,True,0,1,0,0
-1.336,0.112,-1.14,compass,45.004,0.336,11.279,-0.968,-0.112,-10.24,0.0,0.4221889137227388,-52.667,346.841,0.082,24028.734,False,0.02163952663982865,0.04951522867748292,0.42,-0.012,-0.316,-9.914,-0.02,346.841,169.078,True,0,1,0,0
