imu.roll,imu.pitchrate,imu.heel,ap.mode,ap.wind_angle,imu.headingrate,ap.true_wind_angle,imu.pitch,imu.rollrate,rudder.angle,wind.speed,ap.true_wind_speed,ap.heading_error,ap.heading,gps.speed,timestamp,ap.enabled,ap.vmg,ap.cmg,sow.speed,imu.accel_X,imu.accel_Y,imu.accel_Z,rudder.speed,imu.heading,gps.track,perf.quality_flag,perf.boat_config.Main,perf.boat_config.jib,perf.boat_config.spi,perf.boat_config.weight
-1.424,0.224,-1.655,compass,-17.888,0.224,-34.877,-0.957,-0.224,1.74,7.862,3.1292476416852564,-11.233,58.034,5.095,22865.433,False,4.180642985690624,4.997616128445805,4.8,-0.051,-0.434,-9.953,0.25,58.034,69.379,True,0,1,0,0
-1.397,0.224,-1.648,compass,-16.204,-0.0,-34.638,-0.965,-0.671,1.74,7.862,3.08243749170298,-11.187,58.08,5.095,22865.533,False,4.1944435610705595,4.99841742302115,4.8,-0.051,-0.469,-10.027,0.225,58.08,69.379,True,0,1,0,0
-1.387,0.224,-1.64,compass,-14.498,-0.224,-33.815,-0.963,-0.336,1.74,7.882,3.0725730705800234,-11.146,58.121,5.031,22865.633,False,4.183275601549384,4.936175684146746,4.81,-0.012,-0.395,-10.066,0.225,58.121,68.951,True,0,1,0,0
-1.388,-0.336,-1.632,compass,-13.298,-0.56,-32.868,-0.979,-0.783,1.68,7.882,2.9820743684858693,-11.115,58.152,5.031,22865.733,False,4.229376738964769,4.936701360030924,4.81,0.027,-0.434,-9.992,0.173,58.152,68.951,True,0,1,0,0
-1.422,-0.56,-1.626,compass,-13.112,-0.336,-31.653,-1.04,-0.895,1.68,8.022,2.9362961746062513,-11.115,58.152,4.912,22865.833,False,4.184399766814999,4.820334456384751,4.81,-0.012,-0.434,-10.023,0.173,58.152,68.302,True,0,1,0,0
-1.465,-0.783,-1.621,compass,-13.323,-0.224,-30.395,-1.088,-0.895,1.7,8.022,2.871331992393798,-11.147,58.12,4.912,22865.933,False,4.238257477790182,4.819816088853009,4.81,-0.012,-0.434,-10.023,0.166,58.12,68.302,True,0,1,0,0
-1.441,-0.783,-1.616,compass,-16.005,-0.112,-29.673,-1.117,-0.224,1.7,8.002,2.8021181971271583,-11.163,58.104,5.08,22866.033,False,4.41371432997848,4.983564244682779,4.81,-0.012,-0.316,-9.953,0.166,58.104,68.159,True,0,1,0,0
-1.487,-0.783,-1.612,compass,-13.768,-0.56,-28.887,-1.17,-0.783,1.7,8.002,2.7286664405856236,-11.204,58.063,5.08,22866.133,False,4.44640036941508,4.98286222002917,4.81,-0.051,-0.277,-9.953,0.166,58.063,68.159,True,0,1,0,0
-1.533,-0.895,-1.609,compass,-15.259,-0.671,-28.23,-1.24,-0.448,1.65,8.221,2.6893206938844973,-11.251,58.016,5.204,22866.233,False,4.582533022352903,5.104073852529851,4.81,-0.09,-0.242,-9.957,0.132,58.016,68.145,True,0,1,0,0
-1.592,-1.007,-1.609,compass,-14.496,-0.224,-27.659,-1.302,-0.671,1.65,8.221,2.637973015517603,-11.307,57.96,5.204,22866.333,False,4.605583028105646,5.103074406170071,4.81,-0.09,-0.242,-9.957,0.132,57.96,68.145,True,0,1,0,0
