imu.roll,imu.pitchrate,imu.heel,ap.mode,ap.wind_angle,imu.headingrate,ap.true_wind_angle,imu.pitch,imu.rollrate,rudder.angle,wind.speed,ap.true_wind_speed,ap.heading_error,ap.heading,gps.speed,timestamp,ap.enabled,ap.vmg,ap.cmg,sow.speed,imu.accel_X,imu.accel_Y,imu.accel_Z,rudder.speed,imu.heading,gps.track,perf.quality_flag,perf.boat_config.Main,perf.boat_config.jib,perf.boat_config.spi,perf.boat_config.weight
-0.867,-0.224,-0.855,compass,-116.567,-0.112,-48.239,-1.1,0.448,-10.38,0.0,0.26583118864555066,-60.0,338.749,0.058,23583.53,False,-0.020085300243725106,0.028488379089077427,0.45,-0.09,-0.395,-9.879,0.007,338.749,169.078,True,0,1,0,0
-0.832,-0.112,-0.854,compass,-116.567,-0.112,-54.349,-1.1,0.224,-10.32,0.0,0.2401547919550574,-60.0,338.706,0.058,23583.63,False,-0.012797404902664462,0.0284500910895618,0.45,-0.09,-0.395,-9.879,0.037,338.706,169.078,True,0,1,0,0
-0.747,0.0,-0.851,compass,-90.0,-0.112,-59.31,-1.088,0.448,-10.32,0.0,0.24555565370446053,-60.0,338.562,0.091,23583.73,False,-0.011327125021775486,0.04437155117090355,0.45,-0.09,-0.434,-9.879,0.037,338.562,169.078,True,0,1,0,0
-0.718,0.224,-0.847,compass,-44.997,-0.224,-59.749,-1.088,0.224,-10.34,0.0,0.2387161024258287,-60.0,338.49,0.091,23583.83,False,0.0011131822784226342,0.04427143093157019,0.45,-0.09,-0.469,-9.918,0.023,338.49,169.078,True,0,1,0,0
-0.674,0.112,-0.842,compass,-75.962,-0.0,-60.856,-1.093,0.448,-10.34,0.0,0.2511695075847913,-60.0,338.418,0.099,23583.93,False,0.010421099612800367,0.04792999692169884,0.45,-0.09,-0.469,-9.918,0.023,338.418,169.078,True,0,1,0,0
-0.647,0.112,-0.836,compass,44.997,-0.224,-54.354,-1.087,-0.112,-10.34,0.0,0.23361291050411512,-60.0,338.382,0.099,23584.03,False,0.029960380364064162,0.047875500801653106,0.45,-0.164,-0.699,-9.996,0.023,338.382,169.078,True,0,1,0,0
-0.633,0.224,-0.83,compass,-0.0,0.56,-48.482,-1.085,0.0,-10.38,0.0,0.23130276529187846,-60.0,338.403,0.111,23584.13,False,0.051076486199631385,0.05354253982686518,0.45,-0.203,-0.777,-9.992,0.007,338.403,169.078,True,0,1,0,0
-0.596,0.0,-0.823,compass,-0.0,0.783,-40.148,-1.094,0.0,-10.38,0.0,0.20480596640419438,-60.0,338.495,0.111,23584.23,False,-0.07154514619809274,0.053699065207281016,0.45,-0.09,-0.469,-9.957,0.007,338.495,169.078,True,0,1,0,0
-0.56,0.224,-0.815,compass,63.432,0.671,-33.935,-1.103,-0.448,-10.42,0.0,0.2357499189886919,-60.0,338.586,0.074,23584.331,False,-0.07375029291568787,0.03590215347800241,0.45,-0.051,-0.547,-9.957,-0.013,338.586,169.078,True,0,1,0,0
-0.532,0.112,-0.807,compass,63.432,0.224,-26.653,-1.1,-0.224,-10.42,0.0,0.2296745677941712,-60.0,338.671,0.074,23584.431,False,-0.054670455387044646,0.03599759403095395,0.45,-0.051,-0.395,-9.914,-0.013,338.671,169.078,True,0,1,0,0
-0.527,0.224,-0.798,compass,63.432,0.56,-17.814,-1.093,-0.448,-10.28,0.0,0.24776933756048256,-60.0,338.742,0.045,23584.531,False,-0.015645566370751287,0.02183666171912978,0.45,-0.051,-0.469,-9.914,0.054,338.742,169.078,True,0,1,0,0
-0.576,0.224,-0.792,compass,63.432,0.56,-8.972,-1.062,-0.448,-10.28,0.0,0.26106888734738987,-60.0,338.815,0.045,23584.631,False,-0.0009122819102140259,0.021886246132325832,0.45,-0.012,-0.434,-9.918,0.054,338.815,169.078,True,0,1,0,0
-0.601,0.112,-0.786,compass,75.962,0.56,-1.422,-1.045,-0.448,-10.2,0.0,0.27440548534104103,-60.0,338.845,0.095,23584.731,False,0.021879437755053775,0.04667003316251364,0.45,-0.051,-0.395,-9.875,0.09,338.845,169.078,True,0,1,0,0
-0.631,-0.112,-0.781,compass,116.567,0.56,5.278,-1.037,-0.224,-10.2,0.0,0.2570494452046242,-60.0,338.859,0.095,23584.831,False,0.03836598640393421,0.04669090150884738,0.45,-0.051,-0.434,-9.914,0.09,338.859,169.078,True,0,1,0,0
-0.701,-0.112,-0.775,compass,116.567,0.448,23.024,-1.043,-0.224,-10.26,0.0,0.22999464173613876,-60.0,338.875,0.049,23585.031,False,0.024198377801576517,0.02383369520337246,0.45,-0.051,-0.395,-9.875,0.061,338.875,169.078,True,0,1,0,0
-0.701,-0.112,-0.775,compass,116.567,0.448,23.024,-1.043,-0.224,-10.26,0.0,0.22999464173613876,-60.0,338.875,0.049,23585.031,False,0.024198377801576517,0.02383369520337246,0.45,-0.051,-0.395,-9.875,0.061,338.875,169.078,True,0,1,0,0
